,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu2489,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu2490,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,NA
Otu2491,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,NA
Otu2492,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu2493,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu2494,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
Otu2495,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu2496,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,NA
Otu2497,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu2498,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,NA
Otu2499,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu2500,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu2501,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu2502,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu2503,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu2504,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu2505,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospiraceae_unclassified,NA
Otu2506,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu2507,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
Otu2508,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,NA
Otu2509,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu2510,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,NA
Otu2511,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu2512,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,NA
Otu2513,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu2514,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2515,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu2516,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovoracaceae_ge,NA
Otu2517,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2518,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu2519,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu2520,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu2521,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,NA
Otu2522,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,NA
Otu2523,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu2524,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2525,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,NA
Otu2526,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA
Otu2527,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
Otu2528,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu2529,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA
Otu2530,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ge,NA
Otu2531,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
Otu2532,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,NA
Otu2533,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA
Otu2534,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu2535,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2536,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu2537,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu2538,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu2539,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Otu2540,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu2541,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu2542,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2543,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu2544,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu2545,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu2546,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Weeksellaceae_unclassified,NA
Otu2547,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group_ge,NA
Otu2548,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA
Otu2549,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu2550,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu2551,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu2552,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Otu2553,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5_ge,NA
Otu2554,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu2555,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,V9D2013_group,NA
Otu985,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified,NA
Otu986,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu987,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu988,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,NA
Otu989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,NA
Otu990,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu991,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu992,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu993,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu994,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NA
Otu995,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu996,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
Otu997,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu998,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5_ge,NA
Otu999,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu1000,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,NA
Otu1001,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,NA
Otu1002,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu1003,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,NA
Otu1004,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu1005,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1006,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-002,NA
Otu1007,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu1008,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu1009,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,NA
Otu1010,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu1011,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu1012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,NA
Otu1013,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1014,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu1015,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu1016,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1017,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu1018,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu1019,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu1020,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,EMP-G18,NA
Otu1021,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_ge,NA
Otu1022,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu1023,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu1024,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Otu1025,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu1026,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu1027,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,uncultured,NA
Otu1028,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu1029,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu1030,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
Otu1031,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Otu1032,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-009,NA
Otu1033,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1034,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu1035,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu1036,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu1037,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,NA
Otu1038,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu1039,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu1040,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu1041,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu1042,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu1043,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,NA
Otu1044,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010_ge,NA
Otu1045,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA
Otu1046,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA
Otu1047,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu1048,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA
Otu1049,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu1050,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
Otu1051,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu1052,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,NA
Otu1053,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasmataceae_unclassified,NA
Otu1054,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu1055,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group_ge,NA
Otu1056,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu1057,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,NA
Otu1058,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,NA
Otu1059,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,NA
Otu1060,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu1061,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu1062,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu1063,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu1064,Bacteria,Desulfobacterota,Desulfobacterota_unclassified,Desulfobacterota_unclassified,Desulfobacterota_unclassified,Desulfobacterota_unclassified,NA
Otu1065,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu1066,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-008,NA
Otu1067,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu1068,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1069,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu1070,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu1071,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu1072,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu1073,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu1074,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu1075,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,NA
Otu1076,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu1077,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu1078,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu1079,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,NA
Otu1080,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured_ge,NA
Otu1081,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu1082,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu1083,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA
Otu1084,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03,NA
Otu1,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,NA
Otu2,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,NA
Otu3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group_ge,NA
Otu4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu6,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,NA
Otu7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,NA
Otu10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu11,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,NA
Otu12,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu13,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu14,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu15,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu16,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu17,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu18,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu19,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu20,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5_ge,NA
Otu21,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu22,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,NA
Otu23,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Saccharofermentans,NA
Otu24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu25,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu27,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu28,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu29,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,NA
Otu30,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,NA
Otu31,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Veillonellaceae_UCG-001,NA
Otu32,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu33,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu34,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu35,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu36,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu37,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu38,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu39,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu40,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu41,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu42,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu43,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu44,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu45,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu46,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu47,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu48,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu49,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group,NA
Otu50,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group_ge,NA
Otu51,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu52,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,NA
Otu53,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu54,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
